id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000021355,SERPINB1,chr6,-,2842006,2841860,protein_coding
ENSG00000021461,CYP3A43,chr7,+,99828013,99828013,protein_coding
ENSG00000021488,SLC7A9,chr19,-,32869766,32869758,protein_coding
ENSG00000021574,SPAST,chr2,+,32063611,32063992,protein_coding
ENSG00000021645,NRXN3,chr14,+,78170373,78170373,protein_coding
ENSG00000021762,OSBPL5,chr11,-,3166739,3165295,protein_coding
ENSG00000021776,AQR,chr15,-,34969839,34969697,protein_coding
ENSG00000021826,CPS1,chr2,+,210477682,210556599,protein_coding
ENSG00000021852,C8B,chr1,-,56966140,56966015,protein_coding
ENSG00000022267,FHL1,chrX,+,136146702,136197047,protein_coding
ENSG00000022277,RTFDC1,chr20,+,56468585,56468657,protein_coding
ENSG00000022355,GABRA1,chr5,+,161847191,161848182,protein_coding
ENSG00000022556,NLRP2,chr19,+,54953130,54966374,protein_coding
ENSG00000022567,SLC45A4,chr8,-,141308305,141308288,protein_coding
ENSG00000022840,RNF10,chr12,+,120533480,120534356,protein_coding
ENSG00000022976,ZNF839,chr14,+,102317377,102319746,protein_coding
ENSG00000023041,ZDHHC6,chr10,-,112446917,112446914,protein_coding
ENSG00000023171,GRAMD1B,chr11,+,123454398,123560268,protein_coding
ENSG00000023191,RNH1,chr11,-,507300,507232,protein_coding
ENSG00000023228,NDUFS1,chr2,-,206159603,206159425,protein_coding
ENSG00000023287,RB1CC1,chr8,-,52745843,52714435,protein_coding
ENSG00000023318,ERP44,chr9,-,100099040,100099000,protein_coding
ENSG00000023330,ALAS1,chr3,+,52198086,52198160,protein_coding
ENSG00000023445,BIRC3,chr11,+,102317450,102317484,protein_coding
ENSG00000023516,AKAP11,chr13,+,42272153,42272157,protein_coding
ENSG00000023572,GLRX2,chr1,-,193106114,193105414,protein_coding
ENSG00000023608,SNAPC1,chr14,+,61762357,61762420,protein_coding
ENSG00000023697,DERA,chr12,+,15911172,15911332,protein_coding
ENSG00000023734,STRAP,chr12,+,15882391,15882388,protein_coding
ENSG00000023839,ABCC2,chr10,+,99782732,99782761,protein_coding
ENSG00000023892,DEF6,chr6,+,35297852,35297818,protein_coding
ENSG00000023902,PLEKHO1,chr1,+,150149183,150149916,protein_coding
ENSG00000023909,GCLM,chr1,-,93909456,93909430,protein_coding
ENSG00000024048,UBR2,chr6,+,42564062,42564029,protein_coding
ENSG00000024422,EHD2,chr19,+,47713343,47713422,protein_coding
ENSG00000024526,DEPDC1,chr1,-,68497221,68497082,protein_coding
ENSG00000024862,CCDC28A,chr6,+,138773509,138773769,protein_coding
ENSG00000025039,RRAGD,chr6,-,89412270,89412266,protein_coding
ENSG00000025156,HSF2,chr6,+,122399546,122399661,protein_coding
ENSG00000025293,PHF20,chr20,+,35771974,35772015,protein_coding
ENSG00000025423,HSD17B6,chr12,+,56752161,56763324,protein_coding
ENSG00000025434,NR1H3,chr11,+,47248300,47257996,protein_coding
ENSG00000025708,TYMP,chr22,-,50530056,50530012,protein_coding
ENSG00000025770,NCAPH2,chr22,+,50508216,50508247,protein_coding
ENSG00000025772,TOMM34,chr20,-,44960486,44960396,protein_coding
ENSG00000025796,SEC63,chr6,-,107958189,107958208,protein_coding
ENSG00000025800,KPNA6,chr1,+,32108038,32108056,protein_coding
ENSG00000026025,VIM,chr10,+,17228259,17229278,protein_coding
ENSG00000026103,FAS,chr10,+,88990531,88990803,protein_coding
ENSG00000026297,RNASET2,chr6,-,166957191,166956550,protein_coding
ENSG00000026508,CD44,chr11,+,35138870,35139171,protein_coding
ENSG00000026559,KCNG1,chr20,-,51023129,51023107,protein_coding
ENSG00000026652,AGPAT4,chr6,-,161274061,161274061,protein_coding
ENSG00000026751,SLAMF7,chr1,+,160739057,160739247,protein_coding
ENSG00000026950,BTN3A1,chr6,+,26402237,26402275,protein_coding
ENSG00000027001,MIPEP,chr13,-,23889419,23889400,protein_coding
ENSG00000027075,PRKCH,chr14,+,61187559,61321747,protein_coding
ENSG00000027644,INSRR,chr1,-,156859018,156859098,protein_coding
ENSG00000027697,IFNGR1,chr6,-,137219449,137219358,protein_coding
ENSG00000027847,B4GALT7,chr5,+,177600100,177600154,protein_coding
ENSG00000027869,SH2D2A,chr1,-,156816862,156816748,protein_coding
ENSG00000028116,VRK2,chr2,+,57907651,58046814,protein_coding
ENSG00000028137,TNFRSF1B,chr1,+,12167003,12166991,protein_coding
ENSG00000028203,VEZT,chr12,+,95217746,95217811,protein_coding
ENSG00000028277,POU2F2,chr19,-,42196585,42132446,protein_coding
ENSG00000028310,BRD9,chr5,-,892824,892801,protein_coding
ENSG00000028528,SNX1,chr15,+,64094123,64096002,protein_coding
ENSG00000028839,TBPL1,chr6,+,133952170,133953224,protein_coding
ENSG00000029153,ARNTL2,chr12,+,27332854,27332865,protein_coding
ENSG00000029363,BCLAF1,chr6,-,136289851,136289844,protein_coding
ENSG00000029364,SLC39A9,chr14,+,69398015,69398692,protein_coding
ENSG00000029534,ANK1,chr8,-,41896762,41797622,protein_coding
ENSG00000029559,IBSP,chr4,+,87799581,87799554,protein_coding
ENSG00000029639,TFB1M,chr6,-,155314493,155314484,protein_coding
ENSG00000029725,RABEP1,chr17,+,5282265,5282284,protein_coding
ENSG00000029993,HMGB3,chrX,+,150980509,150983335,protein_coding
ENSG00000030066,NUP160,chr11,-,47848555,47848350,protein_coding
ENSG00000030110,BAK1,chr6,-,33580293,33580259,protein_coding
ENSG00000030304,MUSK,chr9,+,110668771,110668791,protein_coding
ENSG00000030419,IKZF2,chr2,-,213152427,213150437,protein_coding
ENSG00000030582,GRN,chr17,+,44345086,44345302,protein_coding
ENSG00000031003,FAM13B,chr5,-,138051961,138033079,protein_coding
ENSG00000031081,ARHGAP31,chr3,+,119294373,119294383,protein_coding
ENSG00000031691,CENPQ,chr6,+,49463378,49463370,protein_coding
ENSG00000031698,SARS,chr1,+,109213918,109213918,protein_coding
ENSG00000031823,RANBP3,chr19,-,5978142,5978093,protein_coding
ENSG00000032219,ARID4A,chr14,+,58298385,58298575,protein_coding
ENSG00000032389,TSSC1,chr2,-,3377882,3377818,protein_coding
ENSG00000032444,PNPLA6,chr19,+,7534004,7534748,protein_coding
ENSG00000032742,IFT88,chr13,+,20567069,20567160,protein_coding
ENSG00000033011,ALG1,chr16,+,5033960,5071843,protein_coding
ENSG00000033030,ZCCHC8,chr12,-,122501073,122500851,protein_coding
ENSG00000033050,ABCF2,chr7,-,151227230,151227192,protein_coding
ENSG00000033100,CHPF2,chr7,+,151232489,151232499,protein_coding
ENSG00000033122,LRRC7,chr1,+,69568398,69567925,protein_coding
ENSG00000033170,FUT8,chr14,+,65410592,65412730,protein_coding
ENSG00000033178,UBA6,chr4,-,67701179,67701148,protein_coding
ENSG00000033327,GAB2,chr11,-,78418348,78417820,protein_coding
ENSG00000033627,ATP6V0A1,chr17,+,42458844,42458879,protein_coding
ENSG00000033800,PIAS1,chr15,+,68054179,68054315,protein_coding
ENSG00000033867,SLC4A7,chr3,-,27484420,27484384,protein_coding
ENSG00000034053,APBA2,chr15,+,28884483,28886163,protein_coding
ENSG00000034152,MAP2K3,chr17,+,21284672,21284711,protein_coding
ENSG00000034239,EFCAB1,chr8,-,48735311,48735268,protein_coding
ENSG00000034510,TMSB10,chr2,+,84905625,84905656,protein_coding
ENSG00000034533,ASTE1,chr3,-,131027649,131026764,protein_coding
ENSG00000034677,RNF19A,chr8,-,100410015,100309943,protein_coding
ENSG00000034693,PEX3,chr6,+,143450807,143450876,protein_coding
ENSG00000034713,GABARAPL2,chr16,+,75566351,75566379,protein_coding
ENSG00000034971,MYOC,chr1,-,171652683,171652688,protein_coding
ENSG00000035115,SH3YL1,chr2,-,266398,264032,protein_coding
ENSG00000035141,FAM136A,chr2,-,70302090,70302027,protein_coding
ENSG00000035403,VCL,chr10,+,73995193,73998116,protein_coding
ENSG00000035499,DEPDC1B,chr5,-,60700190,60700134,protein_coding
ENSG00000035664,DAPK2,chr15,-,64072033,64046448,protein_coding
ENSG00000035681,NSMAF,chr8,-,58659844,58659829,protein_coding
ENSG00000035687,ADSS,chr1,-,244452134,244451909,protein_coding
ENSG00000035720,STAP1,chr4,+,67558728,67558727,protein_coding
ENSG00000035862,TIMP2,chr17,-,78925387,78925387,protein_coding
ENSG00000035928,RFC1,chr4,-,39366375,39366362,protein_coding
ENSG00000036054,TBC1D23,chr3,+,100261000,100260992,protein_coding
ENSG00000036257,CUL3,chr2,-,224585397,224585338,protein_coding
ENSG00000036448,MYOM2,chr8,+,2045040,2045046,protein_coding
ENSG00000036473,OTC,chrX,+,38352545,38352604,protein_coding
ENSG00000036530,CYP46A1,chr14,+,99684304,99684314,protein_coding
ENSG00000036549,ZZZ3,chr1,-,77683419,77683398,protein_coding
ENSG00000036565,SLC18A1,chr8,-,20183206,20183136,protein_coding
ENSG00000036672,USP2,chr11,-,119381726,119364208,protein_coding
ENSG00000036828,CASR,chr3,+,122183683,122183687,protein_coding
ENSG00000037042,TUBG2,chr17,+,42659305,42659284,protein_coding
ENSG00000037241,RPL26L1,chr5,+,172958729,172959424,protein_coding
ENSG00000037280,FLT4,chr5,-,180649624,180649600,protein_coding
ENSG00000037474,NSUN2,chr5,-,6633291,6633044,protein_coding
ENSG00000037637,FBXO42,chr1,-,16352454,16352473,protein_coding
ENSG00000037749,MFAP3,chr5,+,154038906,154038972,protein_coding
ENSG00000037757,MRI1,chr19,+,13764532,13764561,protein_coding
ENSG00000037897,METTL1,chr12,-,57772793,57772105,protein_coding
ENSG00000037965,HOXC8,chr12,+,54009106,54008989,protein_coding
ENSG00000038002,AGA,chr4,-,177442503,177442410,protein_coding
ENSG00000038210,PI4K2B,chr4,+,25233975,25234033,protein_coding
ENSG00000038219,BOD1L1,chr4,-,13627723,13627725,protein_coding
ENSG00000038274,MAT2B,chr5,+,163503114,163505619,protein_coding
ENSG00000038295,TLL1,chr4,+,165873258,165873238,protein_coding
ENSG00000038358,EDC4,chr16,+,67873023,67873069,protein_coding
ENSG00000038382,TRIO,chr5,+,14143702,14143342,protein_coding
ENSG00000038427,VCAN,chr5,+,83471465,83471744,protein_coding
ENSG00000038532,CLEC16A,chr16,+,10944488,10944564,protein_coding
ENSG00000038945,MSR1,chr8,-,16567490,16192651,protein_coding
ENSG00000039068,CDH1,chr16,+,68737225,68737292,protein_coding
ENSG00000039123,SKIV2L2,chr5,+,55307760,55308001,protein_coding
ENSG00000039139,DNAH5,chr5,-,13944543,13944543,protein_coding
ENSG00000039319,ZFYVE16,chr5,+,80408013,80408064,protein_coding
ENSG00000039523,FAM65A,chr16,+,67518418,67528835,protein_coding
ENSG00000039537,C6,chr5,-,41261438,41213532,protein_coding
ENSG00000039560,RAI14,chr5,+,34656237,34656402,protein_coding
ENSG00000039600,SOX30,chr5,-,157671480,157652377,protein_coding
ENSG00000039650,PNKP,chr19,-,49878351,49867555,protein_coding
ENSG00000039987,BEST2,chr19,+,12751702,12751791,protein_coding
ENSG00000040199,PHLPP2,chr16,-,71724701,71723885,protein_coding
ENSG00000040275,SPDL1,chr5,+,169583634,169583788,protein_coding
ENSG00000040341,STAU2,chr8,-,73747708,73746840,protein_coding
ENSG00000040487,PQLC2,chr1,+,19312326,19312326,protein_coding
ENSG00000040531,CTNS,chr17,+,3636468,3636760,protein_coding
ENSG00000040608,RTN4R,chr22,-,20283246,20268318,protein_coding
ENSG00000040633,PHF23,chr17,-,7239722,7239439,protein_coding
ENSG00000040731,CDH10,chr5,-,24644978,24644936,protein_coding
ENSG00000040933,INPP4A,chr2,+,98444854,98444858,protein_coding
ENSG00000041353,RAB27B,chr18,+,54717860,54828477,protein_coding
ENSG00000041357,PSMA4,chr15,+,78540405,78540444,protein_coding
ENSG00000041515,MYO16,chr13,+,108596152,108629652,protein_coding
ENSG00000041802,LSG1,chr3,-,194672477,194672191,protein_coding
ENSG00000041880,PARP3,chr3,+,51942345,51943020,protein_coding
ENSG00000041982,TNC,chr9,-,115118257,115118153,protein_coding
ENSG00000041988,THAP3,chr1,+,6624866,6625201,protein_coding
ENSG00000042062,FAM65C,chr20,-,50691528,50691527,protein_coding
ENSG00000042088,TDP1,chr14,+,89954939,89955935,protein_coding
ENSG00000042286,AIFM2,chr10,-,70132934,70132812,protein_coding
ENSG00000042304,C2orf83,chr2,-,227633320,227633320,protein_coding
ENSG00000042317,SPATA7,chr14,+,88384924,88385690,protein_coding
ENSG00000042429,MED17,chr11,+,93784227,93784282,protein_coding
ENSG00000042445,RETSAT,chr2,-,85354620,85354528,protein_coding
ENSG00000042493,CAPG,chr2,-,85418432,85410365,protein_coding
ENSG00000042753,AP2S1,chr19,-,46850992,46850844,protein_coding
ENSG00000042781,USH2A,chr1,-,216423396,216423448,protein_coding
ENSG00000042813,ZPBP,chr7,-,50121329,50093213,protein_coding
ENSG00000042832,TG,chr8,+,132866958,132866958,protein_coding
ENSG00000042980,ADAM28,chr8,+,24294040,24294069,protein_coding
ENSG00000043039,BARX2,chr11,+,129375940,129375848,protein_coding
ENSG00000043093,DCUN1D1,chr3,-,182985953,182980538,protein_coding
ENSG00000043143,JADE2,chr5,+,134524312,134525670,protein_coding
ENSG00000043355,ZIC2,chr13,+,99981772,99981784,protein_coding
ENSG00000043462,LCP2,chr5,-,170298227,170297777,protein_coding
ENSG00000043514,TRIT1,chr1,-,39883511,39883504,protein_coding
ENSG00000043591,ADRB1,chr10,+,114044056,114043866,protein_coding
ENSG00000044012,GUCA2B,chr1,+,42153421,42153410,protein_coding
ENSG00000044090,CUL7,chr6,-,43053945,43053799,protein_coding
ENSG00000044115,CTNNA1,chr5,+,138610967,138753425,protein_coding
ENSG00000044446,PHKA2,chrX,-,18984598,18984114,protein_coding
ENSG00000044459,CNTLN,chr9,+,17134982,17135040,protein_coding
ENSG00000044524,EPHA3,chr3,+,89107524,89107621,protein_coding
ENSG00000044574,HSPA5,chr9,-,125241330,125241343,protein_coding
ENSG00000046604,DSG2,chr18,+,31498043,31498178,protein_coding
ENSG00000046647,GEMIN8,chrX,-,14029893,14029892,protein_coding
ENSG00000046651,OFD1,chrX,+,13734745,13734748,protein_coding
ENSG00000046653,GPM6B,chrX,-,13938638,13938638,protein_coding
ENSG00000046774,MAGEC2,chrX,-,142205290,142205282,protein_coding
ENSG00000046889,PREX2,chr8,+,67952118,67952380,protein_coding
ENSG00000047056,WDR37,chr10,+,1049538,1056403,protein_coding
ENSG00000047188,YTHDC2,chr5,+,113513683,113513705,protein_coding
ENSG00000047230,CTPS2,chrX,-,16712936,16712669,protein_coding
ENSG00000047249,ATP6V1H,chr8,-,53843558,53843245,protein_coding
ENSG00000047315,POLR2B,chr4,+,56977722,56978896,protein_coding
ENSG00000047346,FAM214A,chr15,-,52709817,52679365,protein_coding
ENSG00000047365,ARAP2,chr4,-,36244509,36244483,protein_coding
ENSG00000047410,TPR,chr1,-,186375693,186375253,protein_coding
ENSG00000047457,CP,chr3,-,149222055,149221824,protein_coding
ENSG00000047578,KIAA0556,chr16,+,27550133,27550144,protein_coding
ENSG00000047579,DTNBP1,chr6,-,15663058,15662982,protein_coding
ENSG00000047597,XK,chrX,+,37685759,37685791,protein_coding
ENSG00000047617,ANO2,chr12,-,5946232,5945228,protein_coding
ENSG00000047621,C12orf4,chr12,-,4538508,4538466,protein_coding
ENSG00000047634,SCML1,chrX,+,17737449,17737493,protein_coding
ENSG00000047644,WWC3,chrX,+,10015562,10015255,protein_coding
ENSG00000047648,ARHGAP6,chrX,-,11665701,11427786,protein_coding
ENSG00000047662,FAM184B,chr4,-,17781512,17781621,protein_coding
ENSG00000047849,MAP4,chr3,-,48089272,48088848,protein_coding
ENSG00000047932,GOPC,chr6,-,117602542,117602492,protein_coding
ENSG00000047936,ROS1,chr6,-,117425855,117425867,protein_coding
ENSG00000048028,USP28,chr11,-,113875570,113875533,protein_coding
ENSG00000048052,HDAC9,chr7,+,18086949,18509344,protein_coding
ENSG00000048140,TSPAN17,chr5,+,176647387,176647484,protein_coding
ENSG00000048162,NOP16,chr5,-,176388975,176388598,protein_coding
ENSG00000048342,CC2D2A,chr4,+,15469865,15479221,protein_coding
ENSG00000048392,RRM2B,chr8,-,102239118,102238937,protein_coding
ENSG00000048405,ZNF800,chr7,-,127431924,127392704,protein_coding
ENSG00000048462,TNFRSF17,chr16,+,11965107,11965210,protein_coding
ENSG00000048471,SNX29,chr16,+,11976737,11976734,protein_coding
ENSG00000048540,LMO3,chr12,-,16610594,16606487,protein_coding
ENSG00000048544,MRPS10,chr6,-,42217865,42217861,protein_coding
ENSG00000048545,GUCA1A,chr6,+,42155406,42173391,protein_coding
ENSG00000048649,RSF1,chr11,-,77821017,77820722,protein_coding
ENSG00000048707,VPS13D,chr1,+,12230067,12230032,protein_coding
ENSG00000048740,CELF2,chr10,+,11005321,11165484,protein_coding
ENSG00000048828,FAM120A,chr9,+,93451722,93451694,protein_coding
ENSG00000048991,R3HDM1,chr2,+,135531455,135531498,protein_coding
ENSG00000049089,COL9A2,chr1,-,40317816,40317282,protein_coding
ENSG00000049130,KITLG,chr12,-,88580851,88580471,protein_coding
ENSG00000049167,ERCC8,chr5,-,60945073,60945070,protein_coding
ENSG00000049192,ADAMTS6,chr5,-,65481920,65481848,protein_coding
ENSG00000049239,H6PD,chr1,+,9234775,9234774,protein_coding
ENSG00000049245,VAMP3,chr1,+,7771269,7771296,protein_coding
ENSG00000049246,PER3,chr1,+,7784320,7784295,protein_coding
ENSG00000049247,UTS2,chr1,-,7853512,7853065,protein_coding
ENSG00000049249,TNFRSF9,chr1,-,7943165,7940837,protein_coding
ENSG00000049283,EPN3,chr17,+,50532543,50532735,protein_coding
ENSG00000049323,LTBP1,chr2,+,32946972,33134596,protein_coding
ENSG00000049449,RCN1,chr11,+,31812391,32091074,protein_coding
ENSG00000049540,ELN,chr7,+,74027789,74028181,protein_coding
ENSG00000049541,RFC2,chr7,-,74254458,74254399,protein_coding
ENSG00000049618,ARID1B,chr6,+,156777374,156777667,protein_coding
ENSG00000049656,CLPTM1L,chr5,-,1345099,1345054,protein_coding
ENSG00000049759,NEDD4L,chr18,+,58044367,58221571,protein_coding
ENSG00000049768,FOXP3,chrX,-,49264826,49264710,protein_coding
ENSG00000049769,PPP1R3F,chrX,+,49269843,49269812,protein_coding
ENSG00000049860,HEXB,chr5,+,74640023,74685233,protein_coding
ENSG00000049883,PTCD2,chr5,+,72320367,72320373,protein_coding
ENSG00000050030,KIAA2022,chrX,-,74925485,74925446,protein_coding
ENSG00000050130,JKAMP,chr14,+,59484443,59484517,protein_coding
ENSG00000050165,DKK3,chr11,-,12009769,12008626,protein_coding
ENSG00000050327,ARHGEF5,chr7,+,144355288,144355411,protein_coding
ENSG00000050344,NFE2L3,chr7,+,26152240,26152209,protein_coding
ENSG00000050393,MCUR1,chr6,-,13814568,13814208,protein_coding
ENSG00000050405,LIMA1,chr12,-,50283546,50222654,protein_coding
ENSG00000050426,LETMD1,chr12,+,51047962,51048327,protein_coding
ENSG00000050438,SLC4A8,chr12,+,51391317,51424831,protein_coding
ENSG00000050555,LAMC3,chr9,+,131009082,131009187,protein_coding
ENSG00000050628,PTGER3,chr1,-,71047808,71047816,protein_coding
ENSG00000050730,TNIP3,chr4,-,121227466,121164321,protein_coding
ENSG00000050748,MAPK9,chr5,-,180292099,180292083,protein_coding
ENSG00000050767,COL23A1,chr5,-,178590555,178590393,protein_coding
ENSG00000050820,BCAR1,chr16,-,75268053,75251624,protein_coding
ENSG00000051009,FAM160A2,chr11,-,6234711,6234636,protein_coding
ENSG00000051108,HERPUD1,chr16,+,56932048,56932142,protein_coding
ENSG00000051128,HOMER3,chr19,-,18941261,18941202,protein_coding
ENSG00000051180,RAD51,chr15,+,40694774,40695174,protein_coding
ENSG00000051341,POLQ,chr3,-,121546641,121545982,protein_coding
ENSG00000051382,PIK3CB,chr3,-,138834938,138834888,protein_coding
ENSG00000051523,CYBA,chr16,-,88651152,88651053,protein_coding
ENSG00000051596,THOC3,chr5,-,176034680,176034680,protein_coding
ENSG00000051620,HEBP2,chr6,+,138403531,138404252,protein_coding
ENSG00000051825,MPHOSPH9,chr12,-,123244014,123233141,protein_coding
ENSG00000052126,PLEKHA5,chr12,+,19129752,19129733,protein_coding
ENSG00000052344,PRSS8,chr16,-,31135762,31135727,protein_coding
ENSG00000052723,SIKE1,chr1,-,114780685,114780646,protein_coding
ENSG00000052749,RRP12,chr10,-,97426076,97401296,protein_coding
ENSG00000052795,FNIP2,chr4,+,158769138,158769026,protein_coding
ENSG00000052802,MSMO1,chr4,+,165327623,165327720,protein_coding
ENSG00000052841,TTC17,chr11,+,43358932,43358944,protein_coding
ENSG00000052850,ALX4,chr11,-,44310166,44310037,protein_coding
ENSG00000053108,FSTL4,chr5,-,133612564,133612512,protein_coding
ENSG00000053254,FOXN3,chr14,-,89619149,89619165,protein_coding
ENSG00000053328,METTL24,chr6,-,110358272,110358349,protein_coding
ENSG00000053371,AKR7A2,chr1,-,19312146,19312103,protein_coding
ENSG00000053372,MRTO4,chr1,+,19251539,19251805,protein_coding
ENSG00000053438,NNAT,chr20,+,37521215,37521250,protein_coding
ENSG00000053501,USE1,chr19,+,17215346,17215390,protein_coding
ENSG00000053524,MCF2L2,chr3,-,183428778,183428619,protein_coding
ENSG00000053702,NRIP2,chr12,-,2835544,2835035,protein_coding
ENSG00000053747,LAMA3,chr18,+,23689443,23873020,protein_coding
ENSG00000053770,AP5M1,chr14,+,57268909,57269037,protein_coding
ENSG00000053900,ANAPC4,chr4,+,25377213,25377272,protein_coding
ENSG00000053918,KCNQ1,chr11,+,2444684,2445008,protein_coding
ENSG00000054116,TRAPPC3,chr1,-,36156053,36149486,protein_coding
ENSG00000054118,THRAP3,chr1,+,36224416,36224454,protein_coding
ENSG00000054148,PHPT1,chr9,+,136848724,136849410,protein_coding
